epoch,loss,weight_stage1_L1_loss,weight_stage1_L2_loss,weight_stage2_L1_loss,weight_stage2_L2_loss,weight_stage3_L1_loss,weight_stage3_L2_loss
14,391.12032672698945,110.79491318575087,39.49645485519186,93.49565190492864,28.702120764384595,89.10035136673862,26.42405687175643
15,389.6401943249649,110.45018481266592,39.31880089146449,93.15230734347486,28.553807090730704,88.77599339392626,26.283462890687343
16,388.15424867239705,110.08720255076662,39.0913944439211,92.85394086568259,28.394736461749805,88.48995171853137,26.130502116327023
17,387.18822017120266,109.85224563603828,38.94997445295812,92.66722430604877,28.286623997310006,88.28363702505837,26.03950313520058
18,386.2885922570597,109.67658711616222,38.808292975342916,92.49325100174963,28.154154101804604,88.13203240934585,25.91155695208977
19,384.92005185265907,109.29982770297005,38.63848731223117,92.18835703012364,28.045697836637252,87.83156992620378,25.79846357333242
20,383.3849109289879,108.93442324208775,38.43355707071815,91.84900540854194,27.892730184911585,87.49266677248588,25.65944501612517
21,380.246644895175,108.60178054690077,38.081574716330955,91.24405738485075,27.40143165679298,86.70091837752138,25.09357934197805
22,379.22959930555004,108.37757705465076,37.982949204618606,90.99869338890547,27.29327859186907,86.46694939535087,24.991103989598212
23,378.6110550565788,108.23283299208093,37.93092941450431,90.8515046236261,27.23611212896984,86.31483113331416,24.92976058320931
24,378.1572256377249,108.16358667463926,37.87408113138668,90.75565363721941,27.177816368910907,86.20397840895374,24.870567632849866
25,377.5726217361466,108.0269775546486,37.800995094499335,90.62784626031758,27.131248882606723,86.05941224219971,24.8179284181163
26,377.1488779942763,107.93901406464465,37.72892059921041,90.56402044195605,27.06319450025133,86.00534491560107,24.74321596647632
27,376.77324181655086,107.84527716216158,37.685049910345654,90.46851041441188,27.03270149036131,85.9176371505888,24.721908753121998
28,376.63977759429133,107.83509748210135,37.635991589082195,90.48254375178513,26.995570914372724,85.90790971672206,24.6831901996445
0,638.6612705728169,150.56950627535755,76.91345267316943,140.3631487136233,65.06947762421454,139.9013048898699,64.47088656297215
1,530.6831873684949,138.50329810387024,56.43021356194937,123.74581023889372,45.71747807576456,120.94658481388787,43.803768020281794
2,498.2328409643696,133.88022627552877,52.13554405313712,117.59375337179235,40.731465878355124,113.60630284518176,38.5237090533227
3,479.07866040321693,130.8870797188135,49.32680520956152,113.78569589003763,38.0293991827908,109.41478585855954,35.65053733108723
4,464.6317317288548,128.35404238832373,47.2733819030928,110.72890144064998,36.13370877981267,106.24415468625727,33.71275524740768
5,454.0448778079081,126.36417159021083,45.727054634912506,108.51857176726475,34.72609987476467,104.04218869441458,32.30370001814014
6,438.7788915949124,124.11337018946543,43.935540471711775,105.26426518056763,32.54278217467638,100.400855472553,30.07401881933943
7,434.78824680680356,123.37350141754514,43.447106638367096,104.38431250078969,32.061046276930284,99.47049229705988,29.59600194749842
8,431.5143531329136,122.66559151950482,43.01281597876492,103.67545192615897,31.702278995091792,98.74580573191398,29.244987068916608
9,428.97600971308947,122.16173735044828,42.644117461202256,103.17645135346342,31.366825001800713,98.24218594398798,28.90312345554766
10,426.88864380963446,121.70146752767592,42.33880104464985,102.7248604384498,31.14006836786942,97.80209556582187,28.68450186745342
11,421.70337908455497,120.9123182079197,41.784085983884225,101.6241281656818,30.43935951555023,96.50312368765063,27.93634476302877
0,603.4782810438479,150.66912314207488,60.87462474133313,141.2479424975054,54.455513823953744,140.6387307644702,54.265499494251934
1,506.8704828685102,138.22506210176482,44.067215664597,123.97202942393287,39.426387385523235,121.28710287559751,38.46769982371397
2,478.84350763619005,133.64041459548218,41.27450751219228,117.81918555504211,35.80813832294385,114.11895380484478,34.533205122618114
3,461.47494751018127,130.52026061440228,39.419748127034296,113.77955472879276,33.843839205078496,109.6485588741335,32.39123229603805
4,448.59555108781814,127.99478674665535,38.01179326648082,110.84205479373483,32.38925984557648,106.4899209671618,30.79240599123442
5,438.9527256218479,125.96779480344145,36.98422129380691,108.5596348986887,31.353702479574522,104.09742969049253,29.733125306084972
6,425.84682962575414,123.74312880934603,35.86729436282767,105.36406688540819,29.838301361520394,100.47489595786625,28.21479700534653
7,422.32047714113907,123.01013282825235,35.529350279462875,104.5055205800073,29.497440485553266,99.56428805524328,27.858872288621768
8,418.90199860107504,122.18846688872907,35.18958890912969,103.69607877228022,29.191622998059344,98.71250153886731,27.55443693205821
9,416.89639666683627,121.75742995223506,34.95807468140251,103.23751285541289,28.991448666394305,98.23093149083222,27.33574063265693
10,414.7919864310348,121.2384566819136,34.725069051215876,102.75070049635276,28.792672602465498,97.74351170779816,27.139509083504656
11,410.2991199071285,120.46209606135585,34.39461803338866,101.65533907315258,28.32299489198918,96.41272024350138,26.640526546521134
12,409.457034460736,120.27625071779173,34.328900459635044,101.427095532052,28.254019017360793,96.19353657074026,26.565893118666434
13,407.7605001561935,119.84328704096242,34.17581830529644,101.02344128742159,28.109610614380465,95.77032652281156,26.425931905864005
14,407.55237489725647,119.85492451206372,34.13527993048621,100.99119629695946,28.0718708538384,95.71082463587553,26.37519054523243
15,406.740313718625,119.6450314520166,34.04718898062727,100.81281188559605,27.997929802629304,95.5221278989725,26.300820440591743
16,396.2836128801663,114.40760574360299,34.23165173466059,97.29140417290367,28.4365545837192,92.67998573102602,26.804448047644758
17,393.63463718939227,113.66892394746844,33.98214218182499,96.61302256931113,28.247358136618963,92.0378621432256,26.62143368899959
18,391.6052904827789,113.08747754110375,33.78624250281974,96.12621459590862,28.087471689531505,91.55318754876424,26.47054804299661
19,389.9493175640014,112.65987845005233,33.5807391038378,95.74937130049354,27.937180852415246,91.18433176293372,26.31513054540701
20,388.2898519290537,112.22387009699308,33.398331410610346,95.37210351215019,27.768154164251698,90.8240880540113,26.152921978295808
21,383.353136402994,111.45987101309696,33.0237373018983,94.17673175432927,27.220401029121764,89.34993210306331,25.558900397074048
22,382.26101794424244,111.22529753586879,32.93343129522009,93.9097707211317,27.11378050106108,89.06824125280666,25.44693553292511
0,378.94360148423704,130.9682784738044,40.57269667150376,130.4614659180477,40.58857545862402,128.96153255380818,40.24809218313485
1,321.2615679597059,116.42243179513518,33.368803547725086,114.92461916878388,32.45620425168779,112.82886303546763,31.68184518538083
2,307.8390283269626,111.9944538224259,31.618189903599575,110.45053761955991,30.722648297843374,108.74169344929639,30.009570309772432
3,300.2393174501029,109.33832297294286,30.590938493431853,107.8509826997855,29.698874738860138,106.49222159198973,29.0586211094452
4,295.373399739043,107.58972057567229,29.93736188964532,106.146772655452,29.014444342104397,104.94495697073438,28.441710645177555
5,292.1299542176062,106.33544360255968,29.488616138727114,104.91490924070187,28.557281129815607,103.87537650035927,28.033118988650163
6,278.6287900036925,102.93313225865323,28.05611655287569,100.64979864165294,26.776391449857822,99.38698555281019,26.2232632122358
7,274.57918817963696,101.81222462743409,27.614740578219887,99.41200574823574,26.2871036906205,98.18631180427819,25.735310169073202
8,272.30652904932623,101.13631592212504,27.362727983167556,98.69459397313057,26.025224375245845,97.48345952980527,25.481648909140493
9,270.5619059722765,100.60280444697536,27.15146938943522,98.15348151690463,25.81299025808665,96.99859130256712,25.2909439529819
10,269.21340273739247,100.19976190470253,26.989553371659337,97.74383122278876,25.649181328300397,96.62366838101266,25.130915718741022
11,263.7595621173301,98.92081984200769,26.451726729016666,96.05575270842726,24.953503218077056,94.6787997444836,24.392167719684167
12,262.3672840454808,98.50581829784109,26.30379064480058,95.62608211674494,24.79584345624363,94.24358152831782,24.229725178220786
13,261.42276556361156,98.25404108532602,26.20061415768741,95.34164906684582,24.685920819239346,93.93914945197828,24.121294380086677
14,261.0364880144576,98.18694389844615,26.148770320971565,95.25499549998204,24.631195798308255,93.87211857225199,24.068260477966785
0,307.15335845265463,70.29393555473848,40.31750968271755,70.98754364640932,41.521329354771126,68.6478944221067,51.84299932223613
1,241.58332233809628,62.89993465106545,33.37517950497179,63.182815909705276,32.157851319459354,60.420070783417955,31.31340432699713
2,231.48404097024408,60.475066775042706,31.574130214251397,61.1012000992144,30.498003215636388,58.32337537577438,29.691215461160514
3,225.9370526497585,58.97253062293968,30.56557922829181,59.899919967265014,29.540287011004217,57.101951019587105,28.827947349536977
4,222.25134331433588,57.98759381700776,29.903314279096623,59.020345294124,28.864917325589996,56.26307831060542,28.240855175787612
5,219.71199844719436,57.275871438215916,29.44783670745295,58.25642732626489,28.406851948887812,55.661347899154286,27.835932076811826
6,208.6261480863797,55.36970951715537,27.972637562869664,55.952683899634856,26.55436545750695,53.18277706274647,25.969820540186404
7,205.38443784512046,54.76617482094172,27.521929855960305,55.33501808523315,26.063441773415462,52.56643566987257,25.488525795730624
8,203.73374053073277,54.446006894218165,27.293874415038843,54.9464938016317,25.819326420642806,52.2685317549991,25.26226564259056
9,272.2605419960056,64.07962474078694,27.191871788518075,64.07563655718047,25.78958565271927,60.678757293401176,25.16810421635432
10,269.30645297416663,63.14470059324099,27.05908841351011,63.07499473124059,25.678520296384864,60.03927007089387,25.051704549349097
11,263.6378238599571,62.11646967329083,26.55426596742959,61.792308986914946,25.002991061854086,58.616032442167324,24.33506851548555
0,357.1363398779563,85.70998821446877,40.59014390770741,77.70491152131156,37.73814619322151,76.90262217354442,36.89838226871666
1,306.34083184621187,76.83112307279987,34.701120371391546,66.64424265133187,31.027735318868064,64.73154323475272,29.790144560894756
2,289.873293260023,72.89090792532879,32.57436403840182,63.06719256859878,29.05067438197696,61.11186743123539,27.872651475848574
3,280.3730053120744,70.30465315733387,31.287484176474685,61.04039624129423,27.940990884408766,59.13886276702309,26.828637941053298
4,274.2421668847889,68.54426077250766,30.407491487834907,59.748261498154775,27.24000072511719,57.89556952435263,26.15891167871555
5,269.0819847099141,67.05835841551986,29.67993661453824,58.648827427781924,26.652747005193785,56.846566645434244,25.606541714458835
6,256.8966919350551,64.76592417903039,28.437137912884026,55.887922508439765,25.179671528146994,53.91106390636472,24.073558319333383
7,253.61318961933515,64.07370554658074,28.081042189398385,55.200444031541025,24.807603463292082,53.231073152868774,23.71297688820267
8,251.50892842298956,63.582346658054,27.834737062048337,54.77174213008082,24.578465360096615,52.829965566103255,23.48685024723862
0,322.6439495145118,85.49040563893148,25.361289020131792,81.64381774185384,24.302012714675627,80.40333862876177,23.786667317892768
1,277.0066123809139,75.0626871110957,21.332502204380678,70.30394509133328,20.001691938704848,68.04799657165091,19.247700589588803
2,263.43717958621113,71.18819960145103,19.98545505905541,66.97653288901319,18.76688515640742,64.6707717550016,18.054869500154698
3,256.0702259763796,68.96211273847976,19.223780176775122,65.12508290764585,18.077589042502517,62.892127597173705,17.404678434996043
4,250.79023010129217,67.35068638859698,18.69278318004459,63.74856109281442,17.595821971588084,61.59631095161477,16.954470584130345
5,246.8149431622836,66.1021797588012,18.292126466272475,62.71211057201226,17.228903029457744,60.615476573857066,16.614854681439088
6,234.82355549402857,63.529210230587374,17.4137462515956,59.628331503577485,16.123672231752774,57.37705600622928,15.489520922379304
7,231.2353015155422,62.712494179631804,17.15654394859597,58.764906588727456,15.824298436843826,56.498606374323025,15.206053271762846
8,229.350514989586,62.27839034213312,16.991321530924957,58.336567752410815,15.651923950813561,56.076577690210236,15.04352560358304
9,227.59694593960143,61.83146663064408,16.851243818865612,57.91155173691674,15.512036542402143,55.661022812320866,14.913282674309507
10,226.20201775846652,61.460621537340714,16.73056017869502,57.57349687341853,15.402580806743867,55.33956595899136,14.812822038314762
11,221.55517268481205,60.54633173099943,16.421716002326942,56.394586162417774,14.985453389719469,54.00941478844845,14.361639339095035
12,220.5437527930286,60.323520439597345,16.344964447255276,56.16316864772195,14.897461862924516,53.76354390015438,14.272194697737572
13,219.68350148550053,60.12610651807879,16.29068760974171,55.9515482415786,14.833141851960942,53.54054250902248,14.207991670174058
14,218.8324640031814,59.92530320621811,16.223576519738504,55.74413086810321,14.76365525924636,53.34056488234533,14.140218126234004
15,218.38037582672814,59.82001862284031,16.186546041886743,55.64546650025079,14.72640404686621,53.23840586214517,14.103250488603363
16,216.59683994894576,59.47811824056946,16.080875844179385,55.193067625342564,14.57436118062597,52.7011827891645,13.933500483119655
17,216.4364860828206,59.474332420445236,16.064852329432092,55.162431116204786,14.554253334977979,52.6543351895232,13.907464834310021
18,215.99425740123485,59.37055550491806,16.032881494846155,55.05473890035056,14.518535125649295,52.54384588229238,13.870528873798188
0,331.1621995769393,91.43664082289148,24.840701698404533,84.23754443284562,23.21207427199211,82.98181100909629,22.6217533711637
1,286.6245309987521,81.21283993121918,21.309939946534076,72.42475377291613,19.37181543727533,70.58023978919451,18.53351036204259
2,272.65788772473906,77.02426961964395,19.98209478094499,68.93747699751836,18.20860932349834,67.03177713868891,17.403593317927413
3,264.31940771147714,74.40875100878417,19.14947191581947,66.84050047150022,17.50898496415447,64.96995437149292,16.741381396799213
4,258.51197395675393,72.52879077754217,18.580257902187597,65.35728758778505,17.015194900351638,63.5558075818798,16.291723537087886
5,254.69607898269254,71.25562405220944,18.19994248522355,64.37131199952003,16.685755648497704,62.6087839154512,16.000588393024657
6,241.93398235815903,68.46664626524486,17.337450353150306,60.9937930225636,15.593151500040793,59.09287949959194,14.89179768203512
7,238.64392990200625,67.7423572157125,17.10907166467705,60.20147549476922,15.327057968324084,58.29809274436423,14.639836142166237
8,236.33593368660158,67.14989731593484,16.946019935737795,59.64861080830788,15.160291357433305,57.747351718184326,14.483294462646235
9,234.70121481989287,66.71161816304421,16.81529504083069,59.26345137588662,15.037257709834378,57.37724255752433,14.37144521389196
10,233.2288978480546,66.33549300918865,16.693113987162523,58.9099815960924,14.916199953652661,57.041794976613375,14.257638706250138
11,228.3130182273379,65.32435584920663,16.40007720222512,57.634997856547976,14.515356669102877,55.599242469182336,13.82214048357695
12,227.30251940115804,65.14739633442636,16.32236794577921,57.387237068256795,14.419044393643986,55.35128702612446,13.723876810252444
13,226.65089579118853,64.9884150813216,16.281363541794992,57.242358897712144,14.378165854212781,55.18190285718721,13.681083787977188
14,225.49086113872275,64.70176966676591,16.20988761595329,56.93798565888916,14.301230942021839,54.88240790180418,13.605570453504823
15,225.07693845120912,64.61217713477784,16.1768760262276,56.857794723017186,14.267911746707302,54.78151406874898,13.56871451266493
16,223.28615310559843,64.27020690730936,16.076156661020967,56.38593121828333,14.123377101535816,54.246035207320446,13.401091884097397
17,222.96297941379981,64.21515062726351,16.055822647466194,56.3048765359787,14.096571843722339,54.15396542495556,13.372635871892403
18,222.5689602450201,64.11660527225088,16.036892588949545,56.20231387353,14.072725883096831,54.04523936379796,13.349346555411755
19,222.23562769618698,64.04644618100929,16.010242426440065,56.130882552825234,14.045293492364932,53.95548567546238,13.318601330973722
20,222.0174987086399,64.00757433404556,16.001573392149133,56.06962065522996,14.027506235711705,53.89559676105732,13.303249187683791
21,221.485022721828,63.898802819932286,15.966735647615218,55.9382897839077,13.989311099742439,53.74135821183035,13.249388992522581
22,221.31242284362398,63.874262589275084,15.960034911714526,55.89406618424163,13.973593351424531,53.68014471426195,13.23529592841346
23,221.4726619025579,63.92983409633513,15.965473859538259,55.9390284168424,13.97711132382064,53.73475460718796,13.237431792446575
24,221.22886119994493,63.858460142858426,15.955481425977947,55.879985240433626,13.963400145554404,53.66321724517272,13.225186637278354
25,221.1579783734798,63.833371724488174,15.94610953891119,55.86836298785731,13.959575307909063,53.654946285321834,13.21827570077794
26,220.89177761266214,63.786173110354056,15.93058472601865,55.796829106737086,13.93654927437834,53.5719529068466,13.19626891097529
27,220.75598104007398,63.75569658990535,15.921948253032825,55.76231881603726,13.926456921596612,53.53287768079831,13.185232534918365
28,220.8394884597212,63.78363771084664,15.927183768519505,55.78676983317348,13.930629189257155,53.55413597686217,13.187679677176808
29,220.88036925459053,63.801452219790654,15.932310308288221,55.79640542206652,13.931759212469219,53.563059808447285,13.187905114809997
30,220.97480901731777,63.82840940341034,15.938281503793615,55.8216653160794,13.94001879122211,53.58510753773165,13.195829261270639
31,220.77103117805459,63.77186733579652,15.924314006640467,55.764875154167285,13.929064977968636,53.533162147851876,13.18417732627123
32,220.7731493909951,63.77373202138504,15.933070801048812,55.76140903476797,13.930871827772048,53.5257213996469,13.186058983820654
33,220.58599691420216,63.72613899197187,15.909461705588061,55.72493252155121,13.911961283048969,53.4855141358835,13.166373033689162
34,228.88268265222504,65.14817849933026,16.419890117028313,57.890893270500996,14.685653866088265,56.0109593667747,14.037763980038116
35,228.72832139105793,65.05395813949424,16.384923990137285,57.87287321730378,14.670720926465979,55.99735160778281,14.02732933188605
36,228.07811763816682,64.85874219666462,16.316957049033736,57.71614519300451,14.612210009103736,55.85710919840952,13.977700964057775
37,224.14460621912707,64.11997596706952,16.1092023118889,56.66226898442737,14.29298770691531,54.62417152490509,13.610809459952542
38,223.15915138314767,63.92833729459186,16.02472393132003,56.43754535554257,14.189432005513718,54.38069085941698,13.510006234724585
39,222.63978782916175,63.81267702559204,15.992130640943643,56.30900462289875,14.153653824779912,54.24487803312723,13.469479990443853
40,222.1935287231404,63.689126854735164,15.968837125958087,56.20023402187099,14.128242419940662,54.13303876077394,13.442869792960312
41,222.00084535353923,63.67765422609334,15.938870008518633,56.16716503082265,14.096544968095571,54.10090806446069,13.411801897996455
42,220.38576169090285,63.35700669384425,15.860104215684942,55.73518409118549,13.97526829316578,53.59521316824456,13.272775958823964
0,nan,nan,nan,inf,inf,nan,nan
0,nan,nan,nan,inf,inf,nan,nan
1,nan,nan,nan,nan,nan,nan,nan
0,759.9749367552994,560.4422922492301,199.52369188781535
1,640.2693099839242,526.6286243071567,113.62299699664024
2,626.2809041704728,515.4741476067238,110.7826725324563
0,562.4585886982774,383.77566696607187,178.67275894823385
1,525.724724519061,361.83086476875013,163.874520006489
2,513.3066310809527,354.4639423322641,158.81641142131542
3,418.8075263827073,294.1183017538858,124.65678701237631
4,415.134915096467,291.87554632074404,123.2213569370374
5,27359952.66708399,291.4398953104494,27359661.357089106
6,403.37714046101377,284.45824129106074,118.87298619044141
7,400.89639333258,282.81032604911906,118.03931928551377
8,400.00136874103714,282.3471622656948,117.60656788144027
9,399.05804903031856,281.7829708696355,117.22648297860849
10,397.607525129905,280.76078058962986,116.79719212921353
11,394.6291567286515,278.92297801917874,115.6560961947564
12,394.0154123508355,278.4894123910062,115.4757656363282
13,393.45666831909836,278.19553761096336,115.21077271910202
14,393.01646757576276,277.8766142217243,115.08935923572703
15,392.44858500967837,277.44101635813865,114.95691942298232
16,391.7756709550941,277.1365703186394,114.58838069429804
17,391.2497416290057,276.7472687936237,114.45172686329721
18,390.5206033698387,276.16399746803046,114.30582501604023
43,831.2499589168467,217.57038467602018,86.31796636638235,191.00129782818735,74.64713173009994,184.57788534221243,70.84658350972926
44,813.507728364985,213.27599022009016,83.44472215628117,187.26475779561792,72.2594814206387,180.1089618764025,68.39408689653112
45,803.3168492873172,210.4781099801571,81.95597361008664,184.8381144370221,70.93648760596741,177.57558423241147,67.12967237172228
46,794.9025037036653,208.143816967254,80.76834046059466,182.80945741174577,69.90654444852788,175.51659493174452,66.18581749838971
47,748.2018054199219,199.3976289387155,76.4011621152188,171.56837165735124,64.32806120008104,164.1335029296875,60.73130011927828
48,736.6164844633062,197.04312247678067,75.3636721113489,168.89858205072932,63.120313522014214,161.52786676934426,59.55531266167824
49,729.4721944190492,195.53732443042512,74.61508536415911,167.34022507428108,62.34543744480864,160.01374924290434,58.82421947657809
50,725.1224401024351,194.46034772247964,74.13108778543675,166.4212874976625,61.921949760923994,159.15429252721907,58.44007253119286
51,721.0787859250332,193.51892526829496,73.67567690650453,165.54355092539686,61.48156050759174,158.35186324618726,58.0561982899118
0,inf,2.0776177658652266e+17,6.416905508560568e+17,3.707514769929944e+31,1.2099921294349966e+25,inf,inf
0,376.12946687123286,96.86980541269178,28.480983752147683,96.94736934736854,28.4969024112829,96.85413195912193,28.479735076686147
1,328.81941705411083,85.02026234739498,24.603956490351834,85.02735547456992,24.59645097633695,84.97772578983731,24.592973725418975
2,310.4841987000213,80.424822281659,23.111227397806704,80.39419837700399,23.090792886024534,80.36769338904335,23.094614287009495
3,299.236868956943,77.62489987612683,22.18347859863484,77.56300452852967,22.151692496108133,77.55196074329227,22.16082071777141
4,291.53224948379557,75.73138292267336,21.521018254199987,75.64094659056869,21.480522054721423,75.65928648051967,21.49791591679347
5,285.24113832483005,74.19991126217525,20.968285447637555,74.09491529700888,20.920609561588073,74.11546463195785,20.940610102618688
6,272.2468693226553,70.90763026790897,19.87896722721025,70.83509754008531,19.855027036640088,70.89642825989752,19.872285131717902
0,261.4907727683415,0.00025,340.7332507717994,137.54249523532005,32.824077421619045,137.5426005701865,32.824077421619045,101.38498118509892,26.94796923334756,101.60364851904123,31.554173694753757
1,245.7297658912984,0.00025,340.7405567784463,137.5420670047883,32.824077421619045,137.55033628402217,32.824077421619045,88.45191772866073,23.359333331468672,88.38345238454555,45.535062438345456
0,262.69969368906146,0.00025,339.8274885608304,137.03467141428303,32.824077421619045,137.14466218025453,32.824077421619045,103.55974100291623,27.615833097919992,103.86860180899353,27.65551777046677
0,361.0190739616232,0.00025,473.91057440575133,124.8023107001122,33.12282054982287,125.03063283068069,33.06997213972376,123.58938696029338,32.87979101627431,92.9923545752992,27.32752062874652,93.1444090329434,27.340359931458817,91.98902229796064,26.729340941084192
1,320.10535209493435,0.00025,469.044749158494,122.62714515848363,33.124137310271564,122.90930532901845,33.13930320739746,122.75125430492645,32.76608998724755,82.32943354115588,23.880469088128272,82.69247344581117,24.156333266237947,82.15359641931413,23.243206180329018
